	tilTemra_001	tilTemra_002	tilTemra_003	pTemra_001	pTemra_002	pTemra_003
ENSG00000005022.L01	149.622	150.489	163.306	130.42	131.073	130.905
ENSG00000005059.L01	48.5578	49.0351	28.3201	30.896	31.6231	31.1586
ENSG00000005073	0	0	0.0355332	0	0	0
ENSG00000005075	22.9679	22.9601	18.8217	42.4351	42.3492	42.3773
ENSG00000005102.L01	1.3891	1.46478	0.818069	0.0418407	0.044444	0.0516686
ENSG00000005102.L02	1.75368	1.7562	0	0.0512692	0.0512616	0
ENSG00000005108.L01	0	0	0	0	0	0
ENSG00000005175.L01	10.1561	11.0344	7.02077	10.4909	11.6844	10.788
ENSG00000005187.L01	4.35652	4.32801	3.01984	2.24217	2.32031	2.3131
ENSG00000005189.L01	0.138072	0.140623	0.210189	0.708471	0.725298	0.726053
ENSG00000005194.L01	29.3397	29.7362	15.9656	18.9833	19.214	19.417
ENSG00000005206.L01	54.3342	42.4245	32.7524	30.9279	23.5752	26.2983
ENSG00000005238.L01	2.10133	2.10609	3.96767	10.7472	10.7525	10.6956
ENSG00000005243.L01	0.497501	0.501446	1.51131	4.767	4.75949	4.77199
ENSG00000005249.L01	0.320998	0.329001	0.8691	0.0692761	0.0707493	0.0710326
ENSG00000005302.L01	87.6667	88.5688	125.078	37.2032	37.8547	38.3504
ENSG00000005339.L01	44.4498	44.7951	46.034	58.1162	58.4522	47.6391
ENSG00000005379.L01	54.939	54.8223	39.6895	156.054	152.935	159.996
ENSG00000005381.L01	0.0148275	0.0148232	0	0	0	0
ENSG00000005436.L01	0.486335	0.500716	0.373013	3.2551	3.36461	2.49355
ENSG00000005436.L02	1.28333	1.31463	0.309171	2.15727	2.21781	0.315438
ENSG00000005436.L03	0.242171	0.331265	0.685463	0.439784	0.601216	2.70502
ENSG00000005436.L04	0.88745	0.94371	6.7896	0.579384	2.69883	6.05673
ENSG00000005436.L05	5.60698	5.91337	0	5.90361	6.01217	0
ENSG00000005448.L01	11.9943	12.0106	14.891	21.2559	21.3556	21.4197
ENSG00000005469.L01	7.30399	7.41416	4.40291	7.07742	7.25001	7.29996
ENSG00000005471.L01	0.168213	0.170734	0.61873	0	0	0
ENSG00000005483.L01	58.121	58.6165	86.2503	60.8329	61.1714	62.1621
ENSG00000005486.L01	67.667	67.9844	63.3298	38.5351	38.7047	38.6983
ENSG00000005513	0	1.16252	1.18963	0	0	0
ENSG00000005513.L01	1.17799	0	0	0	0	0
ENSG00000005700.L01	10.3717	10.6144	8.96149	10.9939	11.3127	11.4317
ENSG00000005801.L01	12.3034	12.4737	14.4822	15.8401	16.1238	16.2417
ENSG00000005810.L01	39.6326	40.1794	37.4478	30.889	31.7358	30.9793
ENSG00000005812.L01	0.854091	0.868235	1.72833	1.2407	1.2659	1.2709
ENSG00000005812.L02	21.1378	21.4975	23.82	22.6987	23.0257	22.1535
ENSG00000005844.L01	191.088	192.446	209.56	409.814	412.066	462.224
ENSG00000005882.L01	13.0159	13.0869	10.091	23.5364	23.5912	22.9882
ENSG00000005884.L01	2.42713	2.42676	5.66907	1.33076	1.32587	1.32874
ENSG00000005889.L01	9.10443	9.26391	13.6251	10.6996	10.924	10.607
ENSG00000005893.L01	11.8387	11.972	10.7809	20.3666	20.4744	20.638
ENSG00000005955.L01	65.5861	65.6025	47.2466	58.7709	55.3474	54.9233
ENSG00000005961.L01	0.530699	0.532294	0.0679992	0.453719	0.518076	0.452785
ENSG00000005981.L01	0	0	0	0	0	0
ENSG00000006007.L01	9.27881	9.42175	11.7511	22.0225	22.4529	22.7016
ENSG00000006015.L01	61.7924	61.0322	23.4509	67.8818	66.7681	66.4386
ENSG00000006016.L01	7.76278	7.80675	10.4726	5.86754	5.88872	5.91884
ENSG00000006025.L01	20.1516	20.1417	19.6448	32.9742	32.845	36.6549
ENSG00000006042.L01	0	0	0.652233	0	0	0
ENSG00000006047.L01	0.116362	0.11501	0.199933	0	0	0
ENSG00000006059	0	0	0	0	0	0
ENSG00000006062.L01	19.1427	19.2029	9.57915	22.0056	22.0344	2.59637
ENSG00000006062.L02	0	0	20.2879	0	0	22.2218
ENSG00000006071.L01	0	0	0	0	0	0
ENSG00000006074	0.667924	0.676888	1.99117	0.284157	0.288291	0.290897
ENSG00000006075	335.61	337.805	122.541	126.103	127.069	127.774
ENSG00000006114.L01	43.4229	44.1639	34.8108	36.1326	36.8004	36.9942
ENSG00000006116	0	0	0	0	0	0
ENSG00000006118.L01	0.0235117	0.0234365	0.689147	0	0	0
ENSG00000006125.L01	34.4067	34.9815	33.8641	62.25	63.4629	63.3017
ENSG00000006128	0	0	0	0	0	0
ENSG00000006194.L01	30.9485	29.7763	33.9415	28.7235	28.7306	28.8101
ENSG00000006210.L01	0.0286411	0.0286362	0.487669	0	0	0
ENSG00000006283.L01	0	0	0.0660048	0.00892981	0.00888973	0.0089196
ENSG00000006327.L01	1.23104	1.22278	2.02916	2.47723	2.45269	2.39034
ENSG00000006377.L01	0	0	0	0	0	0
ENSG00000006432.L01	2.21553	2.20687	1.96694	1.5987	1.5993	1.60906
ENSG00000006451.L01	15.295	15.7199	14.1196	8.405	8.55217	8.59265
ENSG00000006453.L01	0.416096	0.823019	1.5994	0.119653	0.71629	0.12095
ENSG00000006453.L02	0	0.419131	0	0	0.1205	0
ENSG00000006459.L01	25.7723	26.0485	40.0404	19.1297	19.3682	19.7327
ENSG00000006468.L01	0.8874	0.903079	0.675391	0.0962614	0.0986887	0.0990612
ENSG00000006530.L01	20.0016	20.2676	14.8503	21.1788	21.4782	21.6823
ENSG00000006534.L01	0.242317	0.241655	0.342113	0.0668596	0.0667477	0.0670418
ENSG00000006555.L01	2.14469	2.05673	1.93588	7.70765	8.12849	7.88078
ENSG00000006576.L01	10.5685	10.7348	11.5475	6.5497	6.63515	6.65408
ENSG00000006606	0	0	0	0	0	0
ENSG00000006607.L01	4.52508	4.53528	6.7994	6.01139	6.19596	6.20139
ENSG00000006611.L01	0	0	0	0	0	0
ENSG00000006634.L01	15.2579	15.4572	15.9937	14.5662	14.8746	14.7082
ENSG00000006638.L01	1.62541	1.64809	0.961945	0	0	0
ENSG00000006659	0	0	0	0	0	0
ENSG00000006695.L01	12.2404	11.6133	9.85648	11.8691	10.9707	11.7447
ENSG00000006704.L01	0.0193348	0.0192184	0.612218	0	0	0
ENSG00000006712.L01	58.1532	58.2876	88.6077	33.0929	33.2875	43.329
ENSG00000006715.L01	15.3012	15.5326	16.0555	12.1168	12.322	12.9882
ENSG00000006740.L01	0.0832915	0.0837545	0.109124	0.0831378	0.083719	0.0841372
ENSG00000006744.L01	26.653	26.7482	22.2402	23.4853	23.5569	23.6669
ENSG00000006747.L01	0.158298	0.160866	0.586883	0.331517	0.337179	0.340289
ENSG00000006756.L01	1.98665	3.51791	3.19139	4.98237	7.83902	7.92364
ENSG00000006756.L02	3.21679	0	0	7.46512	0	0
ENSG00000006757.L01	3.3656	3.39627	0.805439	1.08695	1.09666	0.419673
ENSG00000006757.L02	0	0	2.36553	0	0	1.10399
ENSG00000006788	0	0	0	0	0	0
ENSG00000006831.L01	13.1236	13.2725	16.0554	33.7367	34.2021	35.0041
ENSG00000007001.L01	0	0	0	0	0	0
ENSG00000007038.L01	3.44741	3.46721	1.33381	0.866541	0.867398	0.924359
ENSG00000007080	0	20.7816	16.6397	0	32.9974	32.9218
ENSG00000007080.L01	21.0205	0	0	33.5151	0	0
ENSG00000007129.L01	34.0509	35.8428	31.1787	61.2148	65.758	60.4306
ENSG00000007168.L01	69.8444	64.942	60.7816	53.6673	49.7755	50.8446
ENSG00000007174.L01	0	0	0	0	0	0
ENSG00000007202.L01	0	0	45.9674	0	0	41.3094
ENSG00000007216.L01	0	0	0	0	0	0
ENSG00000007237.L01	1.94683	1.94778	3.23365	6.35309	6.39806	6.6295
ENSG00000007255	37.9907	37.7625	27.424	45.1789	44.8589	44.6302
ENSG00000007264.L01	55.5043	54.7364	37.2336	198.492	195.247	194.01
ENSG00000007306.L01	0	0	0	0	0	0
ENSG00000007312.L01	7.95242	7.97408	6.5171	7.16402	7.17094	7.21863
ENSG00000007314.L01	0.00700324	0.00702078	0.0205045	0.0266799	0.0266835	0.0268287
ENSG00000007341.L01	6.10558	6.17968	6.88345	6.44268	6.45208	6.43599
ENSG00000007350.L01	2.07563	2.10191	3.53703	3.65204	3.72254	3.66547
ENSG00000007372.L01	0.256762	0.261243	0.172936	0.568866	0.581355	0.585253
ENSG00000007376.L01	11.1648	10.8577	6.78662	22.1597	21.8005	21.7923
ENSG00000007384.L01	0.196559	0.145899	0.403551	0.225239	0.249065	0.251338
ENSG00000007392.L01	69.9867	69.3713	55.7111	44.6493	44.4862	48.2086
ENSG00000007402.L01	3.62816	3.56663	2.50983	4.73003	4.74275	3.19881
ENSG00000007402.L02	2.15005	2.15383	2.93966	9.25517	9.25728	9.25932
ENSG00000007516.L01	2.88392	2.87335	2.01546	1.88311	1.87181	1.97092
ENSG00000007520.L01	23.193	22.8941	13.6003	44.0973	43.4388	43.0434
ENSG00000007866.L01	0.14774	0.148182	0.199861	0.0236587	0.02364	0.0238633
ENSG00000007908.L01	0.0679048	0.0689537	0.222685	0	0	0
ENSG00000007923.L01	23.2949	20.2676	14.8097	16.1083	14.4924	13.9609
ENSG00000007933.L01	0	0	0	0	0	0
ENSG00000007944.L01	133.76	129.62	101.826	78.2538	77.8889	77.0241
ENSG00000007952.L01	0.039805	0.0403634	0	0	0	0
ENSG00000007968.L01	0.66712	0.673458	0.32296	0.509355	0.513027	0.518017
ENSG00000008018	89.5933	90.5089	74.6343	104.107	105.5	105.318
ENSG00000008056	0.120799	0.120177	0.173274	0.0202525	0.0201309	0.02008
ENSG00000008083.L01	10.1104	9.96147	11.7394	14.3632	13.8409	13.8924
ENSG00000008086.L01	0.622826	0.630233	0.783589	0.823423	0.835421	0.842607
ENSG00000008118.L01	0	0	0.161378	0	0	0
ENSG00000008130.L01	22.1952	23.3263	26.5477	32.9485	32.2947	35.9462
ENSG00000008196.L01	0	0	0	0	0	0
ENSG00000008197.L01	0	0	0	0	0	0
ENSG00000008226.L01	2.53152	2.54814	2.2619	2.48094	2.49518	2.51184
ENSG00000008226.L02	0	0	0	0.523678	0	0
ENSG00000008226.L03	0	0.128764	0.700081	0.352117	0	0.282671
ENSG00000008226.L04	0	0	0	0	0.281174	0.365963
ENSG00000008226.L05	0	0	0	0	0.323162	0
ENSG00000008256.L01	6.21578	7.3876	6.42495	6.23279	5.93479	5.77923
ENSG00000008277.L01	1.16583	1.17207	1.54415	2.1624	2.1954	2.20285
ENSG00000008282.L01	19.5963	20.0274	20.4888	5.64413	5.80721	5.83766
ENSG00000008283.L01	14.9379	14.8578	11.3007	12.2209	12.197	12.1341
ENSG00000008294.L01	18.7855	21.7036	23.8366	18.4227	23.5116	21.7185
ENSG00000008300.L01	0	4.46844	4.19138	0	4.91452	4.98447
ENSG00000008311.L01	1.94552	1.97912	2.78751	3.25548	3.31939	3.35189
ENSG00000008323.L01	0.0888564	0.0884498	1.1635	0.183773	0.182619	0.183811
ENSG00000008323.L02	0.0954931	0.344709	0	0.963818	2.16347	2.16883
ENSG00000008324	27.1685	27.5314	22.3683	32.6928	33.2425	33.2618
ENSG00000008382.L01	5.82821	5.80518	6.32625	10.8838	10.8068	10.7523
ENSG00000008394.L01	0	0	3.93548	0	0	0
ENSG00000008405.L01	11.8248	12.3322	16.3492	11.5782	11.4007	10.8373
ENSG00000008438	0.0772642	0.0769211	0	0	0	0
ENSG00000008441.L01	1.06843	1.06227	1.26473	0.945079	0.952576	0.951786
ENSG00000008513.L01	62.2962	62.0603	88.5049	63.597	64.0945	63.2921
ENSG00000008516.L01	3.41015	3.39528	2.1534	2.55599	2.53338	2.53621
ENSG00000008516.L02	23.2541	19.4112	16.0835	26.5705	22.6056	26.9778
ENSG00000008517.L01	277.75	276.539	218.321	443.338	443.026	445.495
ENSG00000008517.L02	3.79693	3.9879	3.08325	1.17503	1.33309	1.59423
ENSG00000008710.L01	46.7968	49.6458	37.8701	55.5865	58.8075	58.0738
ENSG00000008735.L01	0.297395	0.294928	0.0932787	0.678809	0.671271	0.670762
ENSG00000008838.L01	36.5513	37.1257	36.3989	34.0561	34.2324	34.183
ENSG00000008853.L01	4.93171	4.94811	4.90696	12.6731	12.7106	12.6936
ENSG00000008853.L02	1.16841	0	0	2.57047	0.365269	0.367419
ENSG00000008853.L03	0	0.0472276	0.0614402	0	0.11268	0.113638
ENSG00000008853.L04	0	0.507025	0	0	1.33776	0
ENSG00000008853.L05	0	1.52728	0	0	2.77209	0
ENSG00000008853.L06	0	0.222863	0	0	0.469809	0
ENSG00000008869.L01	16.1367	16.4194	13.6494	21.3572	21.7878	22.0913
ENSG00000008952.L01	33.3947	32.7959	30.4485	25.0044	24.8689	25.6272
ENSG00000008952.L02	2.33513	0	0	0.645245	0	0
ENSG00000008988.L01	2489.05	2513.45	2966.07	2293.94	2302.72	2292.88
ENSG00000009335.L01	34.8293	35.3626	27.6547	34.9094	35.4156	34.047
ENSG00000009413.L01	7.53562	7.71908	9.78254	9.49249	9.83806	9.784
ENSG00000009694	0	0	3.60466	0	0	4.46791
ENSG00000009694.L01	5.44249	5.59769	4.173	4.12859	4.24766	7.45809
ENSG00000009694.L02	5.36339	5.45415	5.82933	7.25155	7.3982	11.5006
ENSG00000009694.L03	4.22336	4.31071	0.708236	6.74292	6.91928	1.1097
ENSG00000009694.L04	5.91831	10.936	0.661405	6.67222	15.0954	0.455355
ENSG00000009694.L05	0	0.139947	0.954347	0	1.17254	1.05839
ENSG00000009694.L06	0.290214	0.300709	0.756578	0.304029	1.7797	1.46476
ENSG00000009694.L07	0.137468	0.0791333	1.10337	1.14878	1.45595	0.469986
ENSG00000009694.L08	0.119204	0.773258	0.110464	1.19916	0.470177	0.556502
ENSG00000009694.L09	0.492199	0.205674	0	0.459751	0.554538	0
ENSG00000009694.L10	0.10117	2.66062	0	0.229571	4.48857	0
ENSG00000009694.L11	0.203621	0	0	0.213972	0	0
ENSG00000009694.L12	0.106019	0	0	0.398334	0	0
ENSG00000009694.L13	2.61644	0	0	4.39077	0	0
ENSG00000009709	0	0	0	0	0	0
ENSG00000009724.L01	2.72264	2.77608	1.882	5.56536	5.68346	4.11703
ENSG00000009724.L02	0.57996	0.584388	0.965299	1.80761	1.82643	1.83585
ENSG00000009765.L01	0	0	0.00812708	0.0319783	0.0324871	0.0326884
ENSG00000009780.L01	4.51036	4.56351	5.03321	5.94949	6.06232	6.1181
ENSG00000009790.L01	110.601	112.058	116.401	172.166	176.153	176.225
ENSG00000009790.L02	0.0690671	0	0	0.423231	0	0
ENSG00000009830.L01	3.98794	3.99208	6.20796	2.97612	3.0051	3.04106
ENSG00000009844.L01	10.7	10.7153	11.0774	7.98976	7.62495	7.87377
ENSG00000009950.L01	0	0	0.111452	0	0	0
ENSG00000009954.L01	21.5052	21.82	17.8545	20.8771	21.0247	20.9578
ENSG00000010017.L01	28.8231	29.1555	27.9146	29.3386	29.7605	29.9957
ENSG00000010030.L01	1.204	1.18948	1.37387	0.3435	0.342521	0.343979
ENSG00000010072.L01	4.73969	4.78532	4.52512	7.29791	7.40629	7.20765
ENSG00000010165.L01	6.94591	6.99956	4.51721	9.06426	9.13273	9.41456
ENSG00000010256.L01	31.66	31.7546	27.2991	39.6759	39.8294	40.3981
ENSG00000010270.L01	17.9795	18.2296	14.7531	28.4759	28.9524	29.0861
ENSG00000010278.L01	3.8727	3.90213	13.6211	5.59678	5.62397	5.62521
ENSG00000010292.L01	12.5975	12.3296	12.6555	15.889	15.9387	16.1141
ENSG00000010295.L01	40.7157	40.8637	30.4129	53.0611	53.1671	51.2686
ENSG00000010310.L01	15.6329	15.4564	10.6956	10.7935	10.8126	10.7057
ENSG00000010318.L01	3.41246	3.4459	2.46315	4.76785	4.82006	4.92894
ENSG00000010319.L01	0.0295994	0.0295793	0	0	0	0
ENSG00000010322.L01	38.5809	39.6788	47.6355	39.4898	40.8041	44.4224
ENSG00000010327.L01	0.394616	0.39663	0.550238	0.131317	0.131412	0.131377
ENSG00000010361.L01	6.89033	6.87992	7.25137	7.37142	7.35998	7.36163
ENSG00000010379.L01	0.659581	0.700352	0.0788141	0.0722459	0.086829	0.0872452
ENSG00000010438.L01	0.404013	0.407179	0.322609	0	0	0
ENSG00000010539.L01	5.54339	5.5903	16.0378	4.20551	4.22083	4.15843
ENSG00000010610.L01	0.326365	0.328553	1.121	0.0275823	0.0276154	0.0278252
ENSG00000010671.L01	0.295723	0.299449	0.999649	0	0	0
ENSG00000010704.L01	1.55844	1.58085	1.19466	0.826589	0.831342	0.846606
ENSG00000010803.L01	8.9169	8.97202	8.97614	5.76796	5.81202	5.73083
ENSG00000010810.L01	352.844	355.387	274.32	401.327	405.182	407.009
ENSG00000010818.L01	32.7307	33.3735	40.3335	13.4664	13.6821	13.8403
ENSG00000010932.L01	0	0	0	0	0	0
ENSG00000011007.L01	0	8.50966	10.5255	0	13.6882	13.784
ENSG00000011009.L01	33.9128	34.0131	34.488	54.0783	54.1526	52.848
ENSG00000011021.L01	6.8914	6.93325	7.91724	7.27617	7.30864	7.3416
ENSG00000011028.L01	3.22886	3.24843	2.66284	0.0978716	0.0972696	0.0976987
ENSG00000011083	0	0	0.039302	0	0	0
ENSG00000011105.L01	0.178718	0.180427	0.384505	0.182925	0.184496	0.185044
ENSG00000011114.L01	7.18563	7.26446	7.83564	7.99042	8.12234	8.05452
ENSG00000011132.L01	29.6851	29.9377	25.7073	25.36	25.4953	25.9157
ENSG00000011143.L01	7.54723	7.60849	4.75303	3.63252	3.70143	3.67184
ENSG00000011198.L01	2.78787	2.82896	4.7446	4.03972	4.1031	4.12809
ENSG00000011201.L01	0.02129	0.0216071	0.287587	0.0349603	0.0357077	0.0359168
ENSG00000011243.L01	11.4417	11.3953	68.7935	8.055	7.96634	70.1543
ENSG00000011243.L02	85.1302	84.735	0	69.9711	69.5667	0
ENSG00000011258.L01	11.4115	11.6628	9.23196	10.4685	10.7486	10.8559
ENSG00000011260.L01	19.2359	19.5362	18.1931	12.8865	13.0865	13.1065
ENSG00000011275.L01	34.7405	35.0617	37.1288	24.6223	24.8547	23.7904
ENSG00000011295.L01	29.2276	29.6854	31.8473	17.7753	18.0893	18.9439
ENSG00000011304.L01	144.155	144.719	151.363	120.268	118.089	121.825
ENSG00000011332.L01	0.0208678	0.0208295	0	0.0533938	0.0531023	0.0532152
ENSG00000011347.L01	0	0	0	0	0	0
ENSG00000011376.L01	5.12136	5.00619	4.9741	4.97419	4.11055	3.81146
ENSG00000011422.L01	3.54774	3.55745	5.11687	0.434234	0.435443	0.565259
ENSG00000011426.L01	0.972385	0.988269	0.498751	0.132138	0.134586	0.134632
ENSG00000011451.L01	8.86258	10.621	12.3351	13.4139	14.9092	16.6847
ENSG00000011465.L01	0	0	2.4904	0	0	0
ENSG00000011478.L01	2.96197	2.95936	2.64962	2.45391	2.44437	2.45009
ENSG00000011485.L01	26.5823	26.7082	29.7484	35.6957	35.6962	35.88
ENSG00000011523.L01	11.6615	11.598	8.93331	7.90201	7.74961	7.67419
ENSG00000011566.L01	1.26756	3.46155	4.55572	1.20407	5.5276	5.5544
ENSG00000011566.L02	3.35894	0	0	5.4088	0	0
ENSG00000011590.L01	1.7327	1.7192	2.67432	1.0091	1.00081	1.0136
ENSG00000011600.L01	49.6773	49.3914	44.4647	337.689	329.873	334.769
ENSG00000011638.L01	4.59425	4.63438	5.6362	5.76689	5.81913	6.05172
ENSG00000011677.L01	0	0	0	0	0	0
ENSG00000012048.L01	0.753557	1.12651	1.39525	0.924145	0.774049	1.52631
ENSG00000012048.L02	0.768534	0.817065	0.5797	0.687051	0.928398	0.694976
ENSG00000012048.L03	0.404446	1.25387	1.62136	0.970436	3.40855	3.45683
ENSG00000012048.L04	0.825908	0.576851	1.53182	0.147371	0.264879	0.508879
ENSG00000012048.L05	5.18417	0.302212	3.69485	5.99365	0	4.87034
ENSG00000012048.L06	0	0.782557	0	0	0.702112	0
ENSG00000012048.L07	0	0.23344	0	0	0.759739	0
ENSG00000012048.L08	0	0.616914	0	0	0.191931	0
ENSG00000012048.L09	0	5.24099	0	0	6.05545	0
ENSG00000012061.L01	27.2313	27.1628	34.5279	31.2963	30.9049	30.9928
ENSG00000012124.L01	0.689347	0.691046	4.01816	0	0	0
ENSG00000012171.L01	0.42724	0.422485	0.768065	0.196803	0.195962	0.196556
ENSG00000012211.L01	6.21733	6.19787	6.79614	4.01666	3.99872	4.00452
ENSG00000012223.L01	0	0	19.8451	0	0	0
ENSG00000012232.L01	4.12782	4.1378	4.51151	16.0965	16.124	16.1694
ENSG00000012504.L01	0	0	0	0	0	0
ENSG00000012660.L01	60.0173	61.0036	96.3581	54.4618	55.6493	57.6564
ENSG00000012779.L01	1.6483	1.44833	0.78536	0.181092	0.14644	0.145603
ENSG00000012817.L01	67.7388	68.2424	0	45.6541	46.7537	47.7274
ENSG00000012822.L01	29.7532	29.9118	26.1329	73.659	73.9601	60.8159
ENSG00000012983.L01	17.2691	18.4056	20.3985	25.0107	28.0157	28.0284
ENSG00000013016.L01	1.07292	1.15255	0.706452	2.22482	2.25695	2.27723
ENSG00000013275.L01	31.0414	30.9225	34.7663	39.6875	39.5259	39.9543
ENSG00000013288.L01	23.0428	23.0868	17.3232	30.975	30.8875	30.9462
ENSG00000013293	0	0	0	0	0	0
ENSG00000013297.L01	0.695186	0.700493	0.74334	0.484347	0.489127	0.321425
ENSG00000013306.L01	59.6113	59.3581	67.2424	59.5866	60.9161	60.6126
ENSG00000013374.L01	62.3925	63.4909	47.3601	50.1772	50.9284	51.1676
ENSG00000013375.L01	17.1376	17.8032	8.13144	5.98291	6.12295	6.15625
ENSG00000013392.L01	2.47695	2.51611	1.67132	2.54184	2.59317	2.57081
ENSG00000013441.L01	525.768	499.925	596.353	287.283	280.676	279.695
ENSG00000013503	0	0	1.70867	0	0	1.74991
ENSG00000013503.L01	1.38971	1.40861	0	1.71024	1.74208	0
ENSG00000013523.L01	8.92216	0	0	7.15506	0	0
ENSG00000013561.L01	7.99908	8.09487	7.38443	11.0543	11.2047	11.3005
ENSG00000013563.L01	14.0866	14.1586	9.28868	15.9332	15.9046	15.9379
ENSG00000013573.L01	35.9408	34.9557	20.737	20.8458	20.3834	18.8823
ENSG00000013583.L01	5.56983	5.61752	4.83163	3.86379	3.89126	3.89398
ENSG00000013588.L01	0.0891154	0.0903485	2.34116	0	0	0
ENSG00000013619.L01	0.777124	0.701749	1.0177	0.480764	0.486308	0.490225
